galaxy_id,redshift,source_h5_row,bundle_h5_row
2768897819648271516,0.39399999380111694,32754,2967
2647228904643122610,0.3659999966621399,32778,2971
2736647062684502516,0.43799999356269836,32783,2972
2638466452660372348,0.33000001311302185,33066,3006
2695855699686985163,0.32600000500679016,33577,3054
2705416787656212117,0.44999998807907104,33718,3070
2762043449654382398,0.23999999463558197,33728,3071
2706273844662094183,0.30399999022483826,33807,3078
2635170311667919442,0.21400000154972076,33826,3081
2758113698675119826,0.38600000739097595,33971,3090
2671041721656236384,0.33000001311302185,34227,3109
2738551752660200454,0.18199999630451202,34290,3117
2745905038650738306,0.23199999332427979,34454,3130
2644990893678842924,0.2919999957084656,34472,3131
2649196156679075515,0.36000001430511475,34539,3140
2738959263671971559,0.39800000190734863,34627,3146
2697911104648945692,0.38999998569488525,34736,3155
2656153993642809823,0.33399999141693115,35167,3187
2657726414642745690,0.3479999899864197,35248,3195
2688337295643247959,0.3400000035762787,35348,3209
2734547269678192667,0.26600000262260437,35370,3211
2686218116643782151,0.34599998593330383,35462,3221
2757491370662032960,0.25999999046325684,35739,3246
2663229904647862696,0.3840000033378601,36085,3282
2624928459654227640,0.35199999809265137,36094,3284
2625708281655611180,0.3799999952316284,36230,3299
2761152121673235354,0.35600000619888306,36258,3301
2642572926642080651,0.38600000739097595,36491,3329
2630267971673990000,0.34599998593330383,37386,3377
2665723177653177905,0.36399999260902405,37425,3384
2651026763657615138,0.4300000071525574,37629,3405
2637769438667496185,0.34200000762939453,37655,3408
2753395619641027417,0.3659999966621399,37844,3417
2639523388666735802,0.31200000643730164,37847,3418
2742821733642820882,0.38199999928474426,37933,3425
2648700582666041588,0.3199999928474426,37943,3427
2757245411641597923,0.3240000009536743,38261,3447
2654056720658036657,0.20999999344348907,38282,3451
2760967382653670845,0.4300000071525574,38384,3456
2643924355646962569,0.3100000023841858,38452,3465
2665788098644716943,0.20999999344348907,38812,3485
2663626156641568316,0.33000001311302185,38964,3503
2632021275662176995,0.4359999895095825,39026,3506
2718590457639753688,0.3499999940395355,39195,3516
2768697639675580787,0.2980000078678131,39319,3523
2717915783640612125,0.38999998569488525,39414,3530
2732706654683738637,0.33000001311302185,39687,3557
2712242185645502564,0.32600000500679016,39704,3558
2702482074683528634,0.45399999618530273,40026,3589
2653658843640488051,0.3479999899864197,40075,3592
2641728437680554824,0.4359999895095825,40091,3595
2768772921674169752,0.20399999618530273,40171,3600
2672469251656862638,0.4560000002384186,40571,3631
2639298794679033546,0.4440000057220459,40572,3632
2696179100685149163,0.36000001430511475,40753,3649
2702960046657056772,0.2680000066757202,40910,3669
2706590101683853819,0.3700000047683716,41166,3689
2651070377654536861,0.328000009059906,41386,3715
2650234736678076409,0.44999998807907104,41668,3740
2670745998678855848,0.335999995470047,41715,3745
2730077919662141693,0.38199999928474426,41816,3753
2659822430681076362,0.33000001311302185,42137,3768
2766899802668751661,0.25999999046325684,42178,3775
2631232485656156825,0.34599998593330383,42223,3781
2704488057647874800,0.28999999165534973,42470,3802
2704564871647961944,0.36000001430511475,42631,3812
2703553311646439849,0.21799999475479126,42762,3826
2659710439676198573,0.38600000739097595,42794,3830
2756995078649741876,0.29600000381469727,42859,3835
2659222405688053152,0.25600001215934753,43423,3881
2675417836642569224,0.4099999964237213,43666,3901
2733777242653416365,0.38999998569488525,44019,3926
2699252398681470331,0.38999998569488525,44064,3928
2693129174686632483,0.17000000178813934,44242,3943
2634677903661807343,0.33399999141693115,44825,3995
2642270456659778330,0.2619999945163727,45171,4026
2695689686649356415,0.3779999911785126,45647,4069
2686045021641484799,0.3479999899864197,45942,4098
2688118555641608035,0.3199999928474426,45992,4100
